base_dphires,base_rhores,base_vres,bmax_over_aH,condition,density_g_cc,dphires,force_n,relative_error_vs_largest_bmax,resolution_scale_factor,resolution_scale_per_decade,resolution_scale_reference_bmax_over_aH,rhores,temperature_K,velocity_cm_s,velocity_index,velocity_m_s,vres
360,360,101,100.0,3,1.0,1215,4.430846717962719e-08,2.9293401609463494e-07,3.375,1.5,0.1,1215,100000.0,6309573.444801929,9,63095.73444801929,341
360,360,101,100.0,3,1.0,1215,5.28036058474003e-08,7.589857547001443e-08,3.375,1.5,0.1,1215,100000.0,10000000.0,10,100000.0,341
360,360,101,100.0,3,1.0,1215,5.097296771465082e-08,3.3350363867321943e-07,3.375,1.5,0.1,1215,100000.0,15848931.924611142,11,158489.3192461114,341
360,360,101,100.0,3,1.0,1215,3.9354693835088395e-08,5.227480702161812e-07,3.375,1.5,0.1,1215,100000.0,25118864.315095823,12,251188.64315095823,341
360,360,101,100.0,3,1.0,1215,2.509777265240392e-08,8.781812553986693e-07,3.375,1.5,0.1,1215,100000.0,39810717.05534969,13,398107.1705534969,341
360,360,101,100.0,3,1.0,1215,1.3980850559381769e-08,1.4812128878036513e-06,3.375,1.5,0.1,1215,100000.0,63095734.44801943,14,630957.3444801943,341
360,360,101,100.0,3,1.0,1215,7.15043172418135e-09,2.0273585261925606e-06,3.375,1.5,0.1,1215,100000.0,100000000.0,15,1000000.0,341
360,360,101,1000.0,3,1.0,1823,8.864678953469281e-10,2.1278989508464097e-05,5.0625,1.5,0.1,1823,100000.0,100000.0,0,1000.0,512
360,360,101,1000.0,3,1.0,1823,1.4048121109167907e-09,7.230473653733809e-07,5.0625,1.5,0.1,1823,100000.0,158489.3192461114,1,1584.893192461114,512
360,360,101,1000.0,3,1.0,1823,2.2259451246412057e-09,1.7044750155501547e-05,5.0625,1.5,0.1,1823,100000.0,251188.6431509582,2,2511.886431509582,512
360,360,101,1000.0,3,1.0,1823,3.5257452760121344e-09,7.138083482708794e-07,5.0625,1.5,0.1,1823,100000.0,398107.1705534969,3,3981.071705534969,512
360,360,101,1000.0,3,1.0,1823,5.579476481368841e-09,7.967490176107647e-06,5.0625,1.5,0.1,1823,100000.0,630957.344480193,4,6309.57344480193,512
360,360,101,1000.0,3,1.0,1823,8.809619900622551e-09,1.6818022737779242e-06,5.0625,1.5,0.1,1823,100000.0,1000000.0,5,10000.0,512
360,360,101,1000.0,3,1.0,1823,1.3830894846473365e-08,7.044147084827044e-07,5.0625,1.5,0.1,1823,100000.0,1584893.1924611141,6,15848.93192461114,512
360,360,101,1000.0,3,1.0,1823,2.1410202659001234e-08,3.6222756915553796e-07,5.0625,1.5,0.1,1823,100000.0,2511886.4315095823,7,25118.864315095823,512
360,360,101,1000.0,3,1.0,1823,3.2025963835983703e-08,7.353988400891466e-07,5.0625,1.5,0.1,1823,100000.0,3981071.705534969,8,39810.71705534969,512
360,360,101,1000.0,3,1.0,1823,4.430847275516394e-08,1.6709948666432166e-07,5.0625,1.5,0.1,1823,100000.0,6309573.444801929,9,63095.73444801929,512
360,360,101,1000.0,3,1.0,1823,5.280361539761319e-08,1.0496430331671695e-07,5.0625,1.5,0.1,1823,100000.0,10000000.0,10,100000.0,512
360,360,101,1000.0,3,1.0,1823,5.097295591833867e-08,1.0208065872238129e-07,5.0625,1.5,0.1,1823,100000.0,15848931.924611142,11,158489.3192461114,512
360,360,101,1000.0,3,1.0,1823,3.935467930559758e-08,1.5355453840879405e-07,5.0625,1.5,0.1,1823,100000.0,25118864.315095823,12,251188.64315095823,512
360,360,101,1000.0,3,1.0,1823,2.5097756423268285e-08,2.315441967014681e-07,5.0625,1.5,0.1,1823,100000.0,39810717.05534969,13,398107.1705534969,512
360,360,101,1000.0,3,1.0,1823,1.398083352058377e-08,2.6248709107471773e-07,5.0625,1.5,0.1,1823,100000.0,63095734.44801943,14,630957.3444801943,512
360,360,101,1000.0,3,1.0,1823,7.150414664735146e-09,3.584387862222813e-07,5.0625,1.5,0.1,1823,100000.0,100000000.0,15,1000000.0,512
360,360,101,10000.0,3,1.0,2734,8.864490326072635e-10,0.0,7.59375,1.5,0.1,2734,100000.0,100000.0,0,1000.0,767
360,360,101,10000.0,3,1.0,2734,1.4048131266632207e-09,0.0,7.59375,1.5,0.1,2734,100000.0,158489.3192461114,1,1584.893192461114,767
360,360,101,10000.0,3,1.0,2734,2.2259071846093747e-09,0.0,7.59375,1.5,0.1,2734,100000.0,251188.6431509582,2,2511.886431509582,767
360,360,101,10000.0,3,1.0,2734,3.5257477927203427e-09,0.0,7.59375,1.5,0.1,2734,100000.0,398107.1705534969,3,3981.071705534969,767
360,360,101,10000.0,3,1.0,2734,5.579520936147087e-09,0.0,7.59375,1.5,0.1,2734,100000.0,630957.344480193,4,6309.57344480193,767
360,360,101,10000.0,3,1.0,2734,8.809605084608689e-09,0.0,7.59375,1.5,0.1,2734,100000.0,1000000.0,5,10000.0,767
360,360,101,10000.0,3,1.0,2734,1.383090458916599e-08,0.0,7.59375,1.5,0.1,2734,100000.0,1584893.1924611141,6,15848.93192461114,767
360,360,101,10000.0,3,1.0,2734,2.141019490363838e-08,0.0,7.59375,1.5,0.1,2734,100000.0,2511886.4315095823,7,25118.864315095823,767
360,360,101,10000.0,3,1.0,2734,3.202598738785768e-08,0.0,7.59375,1.5,0.1,2734,100000.0,3981071.705534969,8,39810.71705534969,767
360,360,101,10000.0,3,1.0,2734,4.430848015908823e-08,0.0,7.59375,1.5,0.1,2734,100000.0,6309573.444801929,9,63095.73444801929,767
360,360,101,10000.0,3,1.0,2734,5.2803609855119067e-08,0.0,7.59375,1.5,0.1,2734,100000.0,10000000.0,10,100000.0,767
360,360,101,10000.0,3,1.0,2734,5.097295071498628e-08,0.0,7.59375,1.5,0.1,2734,100000.0,15848931.924611142,11,158489.3192461114,767
360,360,101,10000.0,3,1.0,2734,3.935467326250889e-08,0.0,7.59375,1.5,0.1,2734,100000.0,25118864.315095823,12,251188.64315095823,767
360,360,101,10000.0,3,1.0,2734,2.509775061202978e-08,0.0,7.59375,1.5,0.1,2734,100000.0,39810717.05534969,13,398107.1705534969,767
360,360,101,10000.0,3,1.0,2734,1.3980829850796412e-08,0.0,7.59375,1.5,0.1,2734,100000.0,63095734.44801943,14,630957.3444801943,767
360,360,101,10000.0,3,1.0,2734,7.150417227722018e-09,0.0,7.59375,1.5,0.1,2734,100000.0,100000000.0,15,1000000.0,767
