dphires,force_n,relative_error,rhomax_fraction,rhores,test_type,test_value,velocity_cm_s,velocity_index,vres
100,1.7666226026197263e-14,0.0005770850923680449,1.0,300,dphires,100.0,3981071.705534969,8,100
100,7.792432302602168e-15,0.0013504823912233988,1.0,300,dphires,100.0,6309573.444801929,9,100
100,3.4599375324383963e-15,0.0030936772145618175,1.0,300,dphires,100.0,10000000.0,10,100
100,1.5326693783544618e-15,0.0070798783945784,1.0,300,dphires,100.0,15848931.924611142,11,100
100,6.776241048530379e-16,0.0163395286394837,1.0,300,dphires,100.0,25118864.315095823,12,100
100,3.0111697965796106e-16,0.03837334718302633,1.0,300,dphires,100.0,39810717.05534969,13,100
100,1.3700172992600753e-16,0.09324528192693517,1.0,300,dphires,100.0,63095734.44801943,14,100
100,6.693940549751286e-17,0.2426618632528583,1.0,300,dphires,100.0,100000000.0,15,100
300,2.6599458606903194e-14,2.4562420265860575e-06,1.0,300,dphires,300.0,100000.0,0,100
300,4.170988418630815e-14,2.4794840018567192e-06,1.0,300,dphires,300.0,158489.3192461114,1,100
300,6.436312099730462e-14,2.538590448214222e-06,1.0,300,dphires,300.0,251188.6431509582,2,100
300,9.54381553159271e-14,2.6910944830297795e-06,1.0,300,dphires,300.0,398107.1705534969,3,100
300,1.2840752876614287e-13,3.1022696653004903e-06,1.0,300,dphires,300.0,630957.344480193,4,100
300,1.3794777799638352e-13,4.318980521790955e-06,1.0,300,dphires,300.0,1000000.0,5,100
300,9.553813957103446e-14,8.536617913696695e-06,1.0,300,dphires,300.0,1584893.1924611141,6,100
300,4.1846622077126466e-14,2.3174248466527445e-05,1.0,300,dphires,300.0,2511886.4315095823,7,100
300,1.7657077845778927e-14,5.895180893194334e-05,1.0,300,dphires,300.0,3981071.705534969,8,100
300,7.782995875621651e-15,0.00013787375478588272,1.0,300,dphires,300.0,6309573.444801929,9,100
300,3.4503546205882257e-15,0.0003154310190485181,1.0,300,dphires,300.0,10000000.0,10,100
300,1.522989942022865e-15,0.0007197555256668394,1.0,300,dphires,300.0,15848931.924611142,11,100
300,6.6782972534031e-16,0.0016493560408554194,1.0,300,dphires,300.0,25118864.315095823,12,100
300,2.9109294987395903e-16,0.0038064311263504157,1.0,300,dphires,300.0,39810717.05534969,13,100
300,1.264277789162119e-16,0.008867354297634817,1.0,300,dphires,300.0,63095734.44801943,14,100
300,5.499621929365818e-17,0.020948779442914442,1.0,300,dphires,300.0,100000000.0,15,100
